,id,paragraph
0,r221222a,Challenges and Opportunities in Scaling up Green Finance1 
1,r221222a,"(Address by Shri M. Rajeshwar Rao, Deputy Governor, Reserve Bank of India - "
2,r221222a,"December 22, 2022 - at the Business Standard BFSI Insight Summit) "
3,r221222a,1.  A very good morning to all the distinguished dignitaries and participants at 
4,r221222a,this BFSI Insight Summit being organised by the Business Standard. I am 
5,r221222a,"very  happy  to  be  amidst  you  today  albeit  virtually.  In  recent  times,  this "
6,r221222a,event has become a well-regarded platform for debate and deliberation on 
7,r221222a,contemporary issues in finance and has generated useful insights from the 
8,r221222a,wisdom of distinguished speakers who have graced the previous summits.  
9,r221222a,"2.  As we look back over the past decade and a half, what is really striking is "
10,r221222a,the  fact  that  the  financial  sector  has  been  buffeted  by  several  financial 
11,r221222a,"storms which it has bravely weathered. After each episode, the endeavour "
12,r221222a,had  been  to  ensure  that  the  institutions  emerge  stronger  and  more 
13,r221222a,"resilient, so as to support the continuing narrative of recovery and growth. "
14,r221222a,The  episodes  of  crisis  of  late  have  become  more  frequent  with  lesser 
15,r221222a,"breathing  space  afforded  to  the  institutions  to  recover,  recoup  and  be "
16,r221222a,future ready. The evolving situation demands that both the regulators and 
17,r221222a,the  regulated  entities  remain  ever  ready  and  well  equipped  to  face  the 
18,r221222a,"emerging  challenges,  be  it  the  growth  of  fintech,  digitalisation  of  financial "
19,r221222a,"services,  customer  service  or  the  challenges  of  cybersecurity  in  the "
20,r221222a,financial  services  sector.  But  the  key  risk  which  I  would  like  to  discuss 
21,r221222a,today is the impact of climate change and what it can mean for the financial 
22,r221222a,services industry. In a way I am revisiting a topic on which I spoke about a 
23,r221222a,year  back2  -  climate  risk  and  green  finance.  While  this  issue  may  still  be 
24,r221222a,the  new  kid  on  the  block  as  far  as  the  deliberations  in  such  financial 
25,r221222a,"gatherings  are  concerned,  it  is  fast  becoming  a  key  issue  which  is  being "
26,r221222a,discussed globally and the urgency of the situation is more apparent to one 
27,r221222a,and all.  
28,r221222a,"1 Remarks delivered virtually by Shri M. Rajeshwar Rao, Deputy Governor, Reserve Bank of India on December  22, 2022 at the Business Standard BFSI Insight Summit at Mumbai. The inputs provided by Sunil Nair, Brij Raj  and Pradeep Kumar are gratefully acknowledged.  2 https://rbi.org.in/scripts/BS_SpeechesView.aspx?Id=1127  "
29,r221222a,1 
30,r221222a,                                                                 3.   The  recent  Conference  of  Parties  (COP-27)  Summit  in  Egypt  and  the 
31,r221222a,United  Nations  Environment  Programme’s  ‘Emissions  Gap  Report  2022  - 
32,r221222a,The Closing Window’ released in October 20223 have once again brought 
33,r221222a,to fore global attention on the measures required and the need for urgent 
34,r221222a,action. The hierarchy of actions and the agencies responsible for the same 
35,r221222a,is getting crystallised while there is a greater degree of agreement on the 
36,r221222a,manner in which to proceed further starting from taking effective steps for 
37,r221222a,"reducing carbon emissions, to fostering sustainable patterns of production "
38,r221222a,and  consumption  and  transitioning  to  a  sustainable  lifestyle  in  a  cleaner 
39,r221222a,and greener earth. It is also clear that there is no room for differences on 
40,r221222a,the  issue  and  only  our  collective  efforts  can  address  the  challenge  of 
41,r221222a,climate change.  
42,r221222a,"4.  Having  said  that,  the  question  that  emerges  is  what  would  be  the  role  of "
43,r221222a,different  institutions  in  achieving  these  objectives?  While  the  overarching 
44,r221222a,policy approach would be guided by sovereign efforts and coordinated by 
45,r221222a,"decision-making bodies such as the COP, the financial world needs to ask "
46,r221222a,the obvious question to itself - how can we help? As custodians of financial 
47,r221222a,"stability,  central  banks  and  policymakers  would  also  be  required  to "
48,r221222a,evaluate  and  examine  the  instruments  or  strategies  they  should  leverage 
49,r221222a,or  focus  upon  to  meet  sustainability  goals  without  compromising  on  their 
50,r221222a,existing policy mandates. These are some of the dilemmas that I would like 
51,r221222a,to highlight today in my remarks. 
52,r221222a,"5.  Given its wide ranging economic and financial implications, climate-related "
53,r221222a,financial risks are already engaging the attention of international standard 
54,r221222a,"setting  bodies,  central  banks,  and  supervisors  globally  with  the  focus  on "
55,r221222a,the  need  to  promote  the  transition  to  a  sustainable  global  economy.  The 
56,r221222a,Reserve Bank too had come out with a Discussion Paper4 on Climate Risk 
57,r221222a,"and  Sustainable  Finance  earlier  this  year.  Besides,  RBI  had  also "
58,r221222a,undertaken  a  Survey  on  Climate  Risk  and  Sustainable  Finance  among 
59,r221222a,3 The report can be accessed at https://www.unep.org/resources/emissions-gap-report-2022   4 Reserve Bank of India - Press Releases (rbi.org.in) 
60,r221222a,2 
61,r221222a,                                                                 leading  scheduled  commercial  banks.  There  is  a  general  consensus  that 
62,r221222a,banks and financial institutions will play a key role in financing the transition 
63,r221222a,to  a 
64,r221222a,low-carbon  economy  and  supporting 
65,r221222a,the  national  climate 
66,r221222a,commitments.   
67,r221222a,"6.  While  no  entity  is  immune  from  climate  risks,  we  in  India  are  particularly "
68,r221222a,vulnerable to the climate change related physical risks5  and hence there is 
69,r221222a,"a need to be more alive to the urgency of action6 given our long coastline, "
70,r221222a,high  share  of 
71,r221222a,fossil 
72,r221222a,fuels 
73,r221222a,"in  energy  systems,  and  relatively  high "
74,r221222a,dependence  of  rural  livelihoods  on  agriculture.  Climate  trends  and  events 
75,r221222a,have  a  direct  bearing  on  the  economy  and  resultantly  have  an  impact  on 
76,r221222a,"the  financial  institutions  and  the  financial  system.    According  to  a  report7, "
77,r221222a,the  transformation  of  the  global  economy  needed  to  achieve  net-zero 
78,r221222a,"emissions by 2050 would be universal and significant, requiring $9.2 trillion "
79,r221222a,"in annual average spending on physical assets, which is $3.5 trillion more "
80,r221222a,"than what is being spent today. In the case of India, the Council on Energy, "
81,r221222a,Environment  and  Water8  has  already  estimated  that  a  total  investment  of 
82,r221222a,US$  10.1  trillion  would  be  needed  to  meet  our  net  zero  commitments  by 
83,r221222a,2070.  This  underscores  the  urgency  of  efforts  for  transitioning  to  a  low 
84,r221222a,carbon  economy.  Ensuring  access  to  adequate  transtition  finance  and 
85,r221222a,supporting technology would be critical in this process.  
86,r221222a,"7.  Going forward, there are two key aspects which banks would need to focus "
87,r221222a,"on - first, relying on their time-tested expertise in financial intermediation by "
88,r221222a,acting  as  an  effective  conduit  for  channelising  finance  to  carbon  efficient 
89,r221222a,sectors  and  industries  in  alignment  with  national  policies  and  goals;  and 
90,r221222a,"second, improving the management of financial risks in  their books which "
91,r221222a,"5 Physical Risks are  economic costs and financial losses resulting from the increasing severity and frequency of:  extreme  climate  change-related  weather  events  (or  extreme  weather  events)  such  as  heatwaves,  landslides,  floods, wildfires and storms (i.e. acute physical risks); longer-term gradual shifts of the climate such as changes  in precipitation, extreme weather variability, ocean acidification, and rising sea levels and average temperatures  (i.e.  chronic  physical  risks  or  chronic  risks);  and    indirect  effects  of  climate  change  such  as  loss  of  ecosystem  services  (e.g.  desertification,  water  shortage,  degradation  of  soil  quality  or  marine  ecology).  (https://www.bis.org/bcbs/publ/d517.pdf)  6 The Global Climate Risk Index 2021 Report can be accessed at https://www.germanwatch.org/en/19777   7 https://www.mckinsey.com/capabilities/sustainability/our-insights/the-net-zero-transition-what-it-would-cost- what-it-could-bring   8 https://www.ceew.in/cef/solutions-factory/publications/investment-sizing-india-s-2070-net-zero-target  "
92,r221222a,3 
93,r221222a,                                                                 may  originate  from  climate  change.  Such  risks  range  from  the  direct 
94,r221222a,physical  risks  emanating  from  adverse  climate-related  events  to  loss  of 
95,r221222a,"reputation  and  legal  risks.  Obviously,  the  strategies  for  mitigating  these "
96,r221222a,risks would have to be encompassed by sound public policy objectives and 
97,r221222a,all  stakeholders  would  need  to  play  their  role  in  helping  the  country 
98,r221222a,traverse and transform into a climate-resilient economy. 
99,r221222a,Challenges for Financial Intermediaries and Banks 
100,r221222a,"8.  Estimating the timing, frequency and severity of climate-related events is a "
101,r221222a,challenging  proposition  given  the  uncertainties  involved  in  the  process. 
102,r221222a,While  significant  progress  has  been  achieved  globally  on  developing 
103,r221222a,"scenarios and forward-looking approaches for modelling climate risks, the "
104,r221222a,requirement  of  past  data  and  the  unpredictable  nature  of  climate  change 
105,r221222a,makes estimation of climate events and their financial impact a challenging 
106,r221222a,"endeavour. Nonetheless, there is no alternative but to continue working on "
107,r221222a,this  path  of  self-discovery  and  slowly  gaining  momentum  as  we  cannot 
108,r221222a,afford to be inactive anymore.  
109,r221222a,9.  The  work  at  a  global  level  which  is  being  co-ordinated  by  the  Financial 
110,r221222a,"Stability  Board  (FSB)  and  endorsed  by  the  G-20,  rests  on  four  building "
111,r221222a,blocks needed for addressing Climate-Related Financial Risks. These four 
112,r221222a,"building  blocks,  viz.,  Disclosures,  Data,  Vulnerabilities  Analysis  and "
113,r221222a,Regulatory and Supervisory Practices and Tools which to my mind are pre-
114,r221222a,requisites  for  a  resilient  financial  system  when  augmented  by  informed 
115,r221222a,decision making. Let me discuss a bit further on these aspects. 
116,r221222a,10.  An  appropriate  and  adequate  disclosure  framework  must  have  three  key 
117,r221222a,"attributes  -  first,  it  should  have  inter-temporal  consistency,  second,  it "
118,r221222a,should be comparable and the third and most important is that it should be 
119,r221222a,"useful  for  decision  making.  Climate-related  disclosures  by  firms,  that "
120,r221222a,"largely contain these attributes, would help policymakers in understanding "
121,r221222a,the  enormity  of  the  task  ahead  in  terms  of  the  transition  funding 
122,r221222a,4 
123,r221222a,"    requirements.  Further,  this  would  help  banks  understand  the  level  of "
124,r221222a,carbon intensity in the business ventures in case they are to fund them so 
125,r221222a,that they are able to differentiate and appropriately price in such risks. 
126,r221222a,"11.  Internationally,  a  significant  body  of  work  has  been  done  on  disclosures. "
127,r221222a,The  FSB’s  Task  Force  on  Climate-related  Financial  Disclosures  (TCFD) 
128,r221222a,and  the  International  Sustainability  Standards  Board  (ISSB)  under  the 
129,r221222a,IFRS  Foundation  have  been  leading  this  work  along  with  other  standard 
130,r221222a,"setting bodies. In March 2022, the ISSB published Exposure Drafts on its "
131,r221222a,first  two  proposed  standards.  The  first  sets  out  general  sustainability-
132,r221222a,related  disclosure  requirements  while  the  other  specifies  climate-related 
133,r221222a,disclosure  requirements.  Given  the  global  nature  of  funding  markets  and 
134,r221222a,"cross-border  flows  of  capital,  the  idea  is  to  agree  upon  a  common  global "
135,r221222a,baseline disclosure requirement which is interoperable among jurisdictions 
136,r221222a,"for  comparability  and  consistency.  The  Reserve  Bank,  as  a  part  of "
137,r221222a,standard setting bodies has also been contributing and learning from global 
138,r221222a,discussions  and  experiences.  In  our  recently  published  Discussion  Paper 
139,r221222a,on  Climate  Risk  and  Sustainable  Finance  we  have  elaborated  on  how 
140,r221222a,climate-related disclosure is an important source of information for different 
141,r221222a,"stakeholders  (e.g.,  customers,  depositors,  investors,  and  regulators)  of "
142,r221222a,REs  to  understand  relevant  risks  faced  by  them  and  their  approach  to 
143,r221222a,addressing such issues.  
144,r221222a,"12.  For the corporates, beginning from the current financial year FY 2022-23, "
145,r221222a,SEBI  has  mandated  Business  Responsibility  and  Sustainability  Reporting 
146,r221222a,(BRSR)  for  the  top  1000  listed  companies  (by  market  capitalisation)  in 
147,r221222a,India. The disclosures under the BRSR framework would incentivize green 
148,r221222a,financing  and  help  banks  and  financial  institutions  in  estimating  their 
149,r221222a,climate-related exposure to these listed companies.  
150,r221222a,"13.  While  consistent  and  comparable  disclosures,  the  first  building  block, "
151,r221222a,"would  enable  financial  institutions  make  firm  level  risk  assessments,  the "
152,r221222a,"second  building  block,  data,  is  required  for  making  macro  level "
153,r221222a,5 
154,r221222a,"    assessment  of  risks.  Like  any  financial  risk,  reliable  and  comprehensive "
155,r221222a,data  on  climate  risk  related  exposures  would  aid  in  making  sound  policy 
156,r221222a,interventions and undertaking climate scenario analysis and stress testing 
