,id,paragraph
0,r221222c,"December  3,  2022  B a n k   o f   J a p a n "
1,r221222c,The Future of Monetary Policy:  Lessons from the History of Monetary Economics 
2,r221222c,Keynote Speech at the 38th Annual Meeting  of the Japan Association of Business Cycle Studies 
3,r221222c,WAKATABE Masazumi 
4,r221222c,Deputy Governor of the Bank of Japan 
5,r221222c,(English translation based on the Japanese original) 
6,r221222c,            Introduction 
7,r221222c,"Economies  around  the  world  have  been  facing  elevated  inflation,  and  attention  has  been "
8,r221222c,drawn to the responses made by governments and central banks (Chart 1). It is difficult to 
9,r221222c,predict how long the current inflation will last in the medium to long run. One recent narrative 
10,r221222c,"regarding  inflation  is  that,  since  the  mild-inflation  regime  accompanied  by  anxiety  over "
11,r221222c,"deflation  has  ended,  we  are  about  to  enter  a  regime  of  high  inflation.1  There  are  others, "
12,r221222c,"however, who are skeptical whether inflation will take hold (Wolf 2022a; Krugman 2022a, "
13,r221222c,2022b). 
14,r221222c,"Since  the  2000s,  the  global  economy  has  been  concerned  about  secular  stagnation  or "
15,r221222c,"""Japanification""  --  the  combination  of  low  inflation  (or  deflation),  low  growth,  and  low "
16,r221222c,interest rates. But will this era of Japanification be finally over as the narrative insists? In 
17,r221222c,"addition, as inflation has started to be observed worldwide, the efficacy or validity of the idea  of a high-pressure economy has become a controversial topic.2  On the question of how long  the current inflation will last, I would like to discuss future monetary policy and the high-"
18,r221222c,"pressure  economy  from  a  medium-  to  long-term  perspective,  rather  than  examining  the "
19,r221222c,current inflation. 
20,r221222c,John Hicks argued that the dynamics of money and the history of monetary economics are 
21,r221222c,"closely  related  to each  other.  He  said  monetary  theory  ""belongs  to  monetary  history""  in  a "
22,r221222c,"sense, because ""a large part of the best work on Money is topical"" and ""throughout the whole "
23,r221222c,"time -- back before Ricardo, forward after Keynes -- money itself has been evolving"" (Hicks "
24,r221222c,"1967a, pp. 156-57). In order to consider the future of monetary policy, I will first outline the "
25,r221222c,"recent inflation narrative and then look back at the history of monetary economics, including "
26,r221222c,economic history and the history of economics. The history of monetary economics reveals 
27,r221222c,the  importance  of  nominal  values  in  the  economy  and  the  role  of  monetary  policy  in 
28,r221222c,"determining them. The classical monetary economists, on whom I will mainly focus today, "
29,r221222c,"already recognized the non-neutrality of money -- that is, the fact that the nominal value of "
30,r221222c,"1  See The Economist (2022a, 2022b), Spence (2022), and Rogoff (2022a, 2022b). For this narrative  by  members  of  the Japan Association  of  Business Cycle  studies  (JABC),  see Shimazu  (2022)  and  Kataoka (2022).  2  The idea of a high-pressure economy has its origins in Okun (1973). For studies conducted by the  Bank of Japan, see Kaihatsu et al. (2018) and the Bank of Japan Research and Statistics Department  (2018). For an assessment of a high-pressure economy in the United States, see Fatás (2021). "
31,r221222c,1 
32,r221222c,"                                                            money affects the real value of the economy. In light of this historical context, I will go on to "
33,r221222c,"consider future monetary policy, drawing the conclusion that the mild-inflation regime is still "
34,r221222c,"in place and concern over Japanification has not yet been dispelled, particularly in Japan. "
35,r221222c,I. Looking at the Present: Is the Mild-Inflation Regime Over? 
36,r221222c,Has  the  mild-inflation  regime ended  because  of  the  onset  of  the  current  global  inflation?3 
37,r221222c,The narrative that we are about to enter a high-inflation regime is based on the following six 
38,r221222c,factors (Chart 2). 
39,r221222c,First is the growing role of government. Some argue that inflationary pressure on the economy 
40,r221222c,"will increase due to higher government spending, tighter regulations, and accumulating fiscal "
41,r221222c,deficit and government debt. 
42,r221222c,The second factor is the convergence of economic growth. With China's high growth coming 
43,r221222c,"to an end, the growth rates in emerging economies are declining. This suggests that the growth "
44,r221222c,rates of advanced economies and those of emerging economies are beginning to converge. 
45,r221222c,"The third factor is the end of globalization, or deglobalization. Sluggish growth in goods trade "
46,r221222c,"since  2008,  coupled  with  recent  geopolitical  tensions  and  rising  concern  over  economic "
47,r221222c,"security, has led to a global restructuring of supply chains. It has been argued that the shift "
48,r221222c,from the era of integration and efficiency to that of segregation and stability will bring high 
49,r221222c,inflation. 
50,r221222c,"The fourth factor is the change in demographics. According to Goodhart and Pradhan (2020), "
51,r221222c,the global low inflation environment is the result of a significant increase in the world's labor 
52,r221222c,supply  from  1990  to  2018  due  to the  rise  of  China  and  developments  in  demographics  in 
53,r221222c,"advanced economies. However, they point out that this trend is now reversing: a declining "
54,r221222c,and aging population in China and advanced economies will lead to a return of inflation. 
55,r221222c,"3  The distinction between a mild-inflation regime and a high-inflation regime is not  clear-cut. One  may argue, however, that the former is a state of inflation staying at around the 2 percent inflation  targets of major central banks, whereas the latter is a state of inflation being more than double 2 percent  but less than 10 percent. "
56,r221222c,2 
57,r221222c,                                                                    The fifth factor is the transition to a decarbonized society to address climate change. Some 
58,r221222c,have argued that this transition will lead to so-called greenflation. 
59,r221222c,The sixth factor is the onset of a wartime economy. There is a view that growing geopolitical 
60,r221222c,"risks  could  lead  to  a  wartime  economy,  including  a  return  to  the  kind  of  inflationary "
61,r221222c,environment that was seen during the Cold War (Pozsar 2022). 
